success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,bystander_condition,condition,participant,age,gender,inquiry,stimulus,response,item_type,question_order,block_type,file_name
NA,75732,survey-likert,7,2.0.0,239941,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""n_principles_eval"":2,""j_principles_eval"":0}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,51932,survey-likert,8,2.0.0,291867,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""j_standards_eval"":0,""n_standards_eval"":2}",NA,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,49515,survey-likert,9,2.0.0,341365,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""n_deepness_eval"":3,""j_deepness_eval"":0}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,53733,survey-likert,10,2.0.0,395099,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,152566,survey-likert,11,2.0.0,547663,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":0,""j_cert_far_from_alternative"":6,""n_cert_far_from_alternative"":1}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,60033,survey-likert,12,2.0.0,607697,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":0,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":6}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,23233,html-button-response,13,2.0.0,630930,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,103434,html-button-response,14,2.0.0,734362,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,"<p> B saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking, B decided to leave the wallet where they found it and drove off. </p>",0,byst_scenario_slow,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,18316,survey-likert,15,2.0.0,752680,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""b_standards_eval"":5}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,7480,survey-likert,16,2.0.0,760161,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""b_principles_eval"":5}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,31282,survey-likert,17,2.0.0,791445,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""b_deepness_eval"":6}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,38633,survey-likert,18,2.0.0,830079,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""b_imp_upset_acted_without_thinking"":0,""b_imp_calm_contained_RS"":6}",NA,"[1,0]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,30398,survey-likert,19,2.0.0,860478,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""B_cert_reservations_RS"":6,""B_cert_far_from_alternative"":0,""B_cert_quite_certain"":0,""B_cert_conflicted_RS"":6}",NA,"[1,3,2,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,2799,survey-text,20,2.0.0,863280,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""participant_age"":""22""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,5796,survey-text,21,2.0.0,869078,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""gender"":""female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,51482,survey-likert,22,2.0.0,920561,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""ma_character_reflective"":5,""ma_gut_feelings"":4,""ma_think_through"":6,""ma_some_actions_wrong"":5,""ma_outcomes_matter"":1}",NA,"[4,0,1,3,2]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
NA,62549,survey-text,23,2.0.0,983111,p2pjbvjx0eq,slow,immoral,wallaby,22,female,NA,NA,"{""Q0"":""I think this experiment was about moral judgment""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p2pjbvjx0eq_1772139864103.csv
TRUE,3531,fullscreen,0,null,4537,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,2849,html-keyboard-response,1,2.0.0,7389,p4732xl89nm,quick,immoral,goose,22,male,NA,Welcome to the experiment. Press any key to begin.,Enter,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,3672,survey-text,2,2.0.0,11069,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""participant_id"":""goose""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,8599,html-keyboard-response,3,2.0.0,19670,p4732xl89nm,quick,immoral,goose,22,male,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",Enter,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,11746,html-button-response,4,2.0.0,31419,p4732xl89nm,quick,immoral,goose,22,male,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,8997,html-button-response,5,2.0.0,40418,p4732xl89nm,quick,immoral,goose,22,male,NA,"<p> J saw their decision as an easy one and was <i> able to decide quickly. J pocketed the money and drove off. </i></p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided to pocket the money and drive off.</i></p>",0,immoral_stimulus_1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,10814,survey-likert,6,2.0.0,51235,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""j_manipulation_check"":6,""n_manipulation_check"":0}",NA,"[0,1]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,29147,survey-likert,7,2.0.0,80387,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""n_principles_eval"":2,""j_principles_eval"":1}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,18079,survey-likert,8,2.0.0,98470,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""j_standards_eval"":1,""n_standards_eval"":5}",NA,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,15044,survey-likert,9,2.0.0,113519,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""j_deepness_eval"":0,""n_deepness_eval"":4}",NA,"[0,1]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,21630,survey-likert,10,2.0.0,135155,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""j_cert_conflicted_RS"":0,""n_cert_conflicted_RS"":5,""j_cert_reservations_RS"":0,""n_cert_reservations_RS"":5}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,29493,survey-likert,11,2.0.0,164653,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":2,""j_cert_far_from_alternative"":6,""n_cert_far_from_alternative"":2}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,14029,survey-likert,12,2.0.0,178686,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":2,""j_imp_upset_acted_without_thinking"":0,""n_imp_upset_acted_without_thinking"":3}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,11964,html-button-response,13,2.0.0,190652,p4732xl89nm,quick,immoral,goose,22,male,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,8232,html-button-response,14,2.0.0,198886,p4732xl89nm,quick,immoral,goose,22,male,NA,<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>,0,byst_scenario_quick,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,12647,survey-likert,15,2.0.0,211538,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_principles_eval"":6}",NA,[0],byst_principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,4394,survey-likert,16,2.0.0,215936,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_standards_eval"":6}",NA,[0],byst_standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,8614,survey-likert,17,2.0.0,224555,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_deepness_eval"":6}",NA,[0],byst_depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,19344,survey-likert,18,2.0.0,243904,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""B_cert_quite_certain"":6,""B_cert_reservations_RS"":0,""B_cert_far_from_alternative"":6,""B_cert_conflicted_RS"":0}",NA,"[2,1,3,0]",byst_certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,6529,survey-likert,19,2.0.0,250437,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""b_imp_calm_contained_RS"":6,""b_imp_upset_acted_without_thinking"":0}",NA,"[0,1]",byst_emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,3092,survey-text,20,2.0.0,253535,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""participant_age"":""22""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,1886,survey-text,21,2.0.0,255423,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""gender"":""male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,53244,survey-likert,22,2.0.0,308673,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""ma_think_through"":3,""ma_outcomes_matter"":4,""ma_gut_feelings"":6,""ma_some_actions_wrong"":6,""ma_character_reflective"":1}",NA,"[1,2,0,3,4]",moral_attitudes,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
NA,68114,survey-text,23,2.0.0,376794,p4732xl89nm,quick,immoral,goose,22,male,NA,NA,"{""Q0"":""something about rating morality from people's actions. One condition with J and N sees if another person's action can affect how moral they are perceived. No issues. Spotted some punctuation errors""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4732xl89nm_1772138110646.csv
TRUE,6410,fullscreen,0,null,7416,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,1055,html-keyboard-response,1,2.0.0,8472,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,3656,survey-text,2,2.0.0,12133,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""participant_id"":""antelope""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,3787,html-keyboard-response,3,2.0.0,15921,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,"
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
",NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,46705,html-button-response,4,2.0.0,62630,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,"<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,3566,html-button-response,5,2.0.0,66198,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,"<p> J saw their decision as an easy one and was <i> able to decide quickly. J pocketed the money and drove off. </i></p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided to pocket the money and drive off.</i></p>",0,immoral_stimulus_1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,7130,survey-likert,6,2.0.0,73332,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_manipulation_check"":4,""n_manipulation_check"":5}",NA,"[0,1]",NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,8440,survey-likert,7,2.0.0,81775,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_standards_eval"":6,""n_standards_eval"":4}",NA,"[0,1]",standards,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,5348,survey-likert,8,2.0.0,87126,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""n_principles_eval"":6,""j_principles_eval"":3}",NA,"[1,0]",principles,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,6239,survey-likert,9,2.0.0,93367,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""n_deepness_eval"":6,""j_deepness_eval"":4}",NA,"[1,0]",depth,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,20452,survey-likert,10,2.0.0,113821,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_conflicted_RS"":4,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":5,""n_cert_reservations_RS"":6}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,56030,survey-likert,11,2.0.0,169854,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_cert_quite_certain"":6,""n_cert_quite_certain"":2,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":6}",NA,"[0,1,2,3]",certainty,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,24060,survey-likert,12,2.0.0,193918,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,NA,"{""j_imp_calm_contained_RS"":6,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":5,""n_imp_upset_acted_without_thinking"":6}",NA,"[0,1,2,3]",emotional_impulsivity,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,6155,html-button-response,13,2.0.0,200075,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,"<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>",0,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
NA,6269,html-button-response,14,2.0.0,206345,p4s87kqkvfc,slow,immoral,antelope,23,female,NA,"<p> B saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking, B decided to leave the wallet where they found it and drove off. </p>",0,byst_scenario_slow,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_moral_character/analysis/../data/raw_data/p4s87kqkvfc_1772141887306.csv
